0,Primer nombre,Apellido,37276469,Direcci,3257,Ciudad,5,C,Codigo postal,localidad,Provincia,Pais,Numero de telefono,Email,88346874,True
851,Lisa,Thompson,36952317,Avda. Generalisimo ,5400,A Peroxa,1,F,32150,,Ourense,Spain,779 176 522,LisaAThompson@superrito.com,82957279,True
852,Margret,Doucette,19143492,C/ Fernandez de Leceta,4463,Castalla,1,A,3420,,Alicante,Spain,768 374 974,MargretTDoucette@dayrep.com,10495185,True
853,Barbara,Kizer,25192352,Visitacion de la Encina ,9175,Valdehijaderos,6,D,37713,,Salamanca,Spain,789 820 120,BarbaraTKizer@jourrapide.com,81667537,False
854,Matt,Thomas,17602794,Reisenor ,6857,Riba-roja de Turia,2,D,46190,,Valencia,Spain,741 445 728,MattCThomas@gustr.com,61365688,True
855,Daniel,Phillips,37998730,Camino Real ,7640,Bermeo,3,B,48370,,Biscay,Spain,628 904 054,DanielAPhillips@jourrapide.com,26959457,True
856,Alice,Wilson,23824838,Ourense ,2138,agreda,3,F,42100,,Soria,Spain,690 070 771,AliceWWilson@fleckens.hu,99582799,False
857,Pat,Heath,44308304,Pl. Virgen Blanca ,9603,L' Ametlla del Vallès,6,B,8480,,Barcelona,Spain,755 786 774,PatPHeath@gustr.com,86577631,False
858,Todd,Ortega,41229253,C/ Pablo Iglesias ,6628,Anguiano,6,C,26322,,La Rioja,Spain,673 793 517,ToddNOrtega@rhyta.com,23272147,True
859,Renee,Daniel,23833206,Camino Real ,4757,Mendata,4,A,48382,,Biscay,Spain,609 898 228,ReneeJDaniel@fleckens.hu,96816876,True
860,Irene,Jennings,32376902,Pascual Yunquera ,797,Baza,4,B,18800,,Granada,Spain,627 605 891,IreneLJennings@einrot.com,41450525,True
861,Elvis,Milligan,20753950,Rosa de los Vientos ,7361,Alamillo,3,E,13413,,Ciudad Real,Spain,683 727 050,ElvisKMilligan@dayrep.com,82876947,False
862,Norma,Messer,26779817,Valadouro ,3875,Manaria,4,A,48212,,Biscay,Spain,609 794 795,NormaCMesser@einrot.com,75565976,True
863,Kristen,Greenhill,15478839,Alcon Molina,6019,Puerto Lumbreras,5,B,30890,,Murcia,Spain,681 329 782,KristenJGreenhill@rhyta.com,79684029,False
864,Leigh,Meyers,44020763,Paseo del Atlantico ,2355,Granada,2,A,18000,,Granada,Spain,760 169 605,LeighJMeyers@superrito.com,57759489,True
865,Charles,Toth,22902883,Paraguay ,907,Lliber,3,B,3729,,Alicante,Spain,660 538 226,CharlesLToth@einrot.com,79870838,False
866,Teresa,Lentz,43287909,Eusebio Davila ,4827,Estepa,6,A,41560,,Seville,Spain,719 399 350,TeresaDLentz@rhyta.com,26754573,True
867,Diane,Olsen,23850226,C/ Andalucia ,2135,Adra,4,D,4770,,Almeria,Spain,741 731 780,DianeDOlsen@einrot.com,79005940,False
868,Lillie,Boyd,11992991,Bellavista ,3414,Toro,4,E,49800,,Zamora,Spain,769 572 839,LillieJBoyd@superrito.com,22215475,False
869,Daniel,Butt,22261315,Av. Zumalakarregi ,6479,Benferri,4,D,3316,,Alicante,Spain,783 606 362,DanielCButt@armyspy.com,57723428,True
870,Dean,Blair,37289545,Avda. de Andalucia ,4320,Yunquera,2,A,29410,,Malaga,Spain,689 235 127,DeanKBlair@einrot.com,15293183,True
871,Martha,Sanchez,41728076,Plaza Maior ,1698,Brincones,2,B,37217,,Salamanca,Spain,745 875 568,MarthaDSanchez@fleckens.hu,70343990,True
872,Thomas,Smith,49569930,C/ Benito Guinea,5938,Sant Fruitos de Bages,2,B,8272,,Barcelona,Spain,649 303 859,ThomasRSmith@dayrep.com,84893932,True
873,Arnold,Moreno,42513343,Cano ,6971,Celanova,5,E,32800,,Ourense,Spain,745 320 014,ArnoldJMoreno@teleworm.us,14924502,True
874,Juan,Leblanc,40145037,C/ Henan Cortes ,6883,Getafe,2,D,28900,,Madrid,Spain,760 245 325,JuanSLeblanc@gustr.com,48411319,True
875,John,Anderson,19278642,Borinaur enparantza ,4711,Lloret de Vista Alegre,1,A,7518,,Balearic Islands,Spain,760 144 231,JohnMAnderson@dayrep.com,29397572,False
876,Wayne,Nelson,12253540,Quevedo ,7314,Oza dos Rios,5,B,15380,,A Coruna,Spain,615 165 106,WayneANelson@einrot.com,63219414,True
877,Dwight,Shook,47582043,Valadouro ,4942,Arrieta,2,E,48114,,Biscay,Spain,621 401 353,DwightDShook@superrito.com,18299250,False
878,Lynn,Vargas,15090050,Alcon Molina ,3313,Viana,2,PB,31230,,Navarre,Spain,616 060 638,LynnMVargas@dayrep.com,90797325,True
879,Greg,Rodriguez,26334327,Cercas Bajas ,5678,Badia del Vallès,2,PB,8214,,Barcelona,Spain,714 975 469,GregARodriguez@superrito.com,22927896,True
880,Gavin,Medina,38199933,Salzillo ,3602,Verin,2,PB,32600,,Ourense,Spain,722 256 784,GavinMMedina@superrito.com,15273375,True
881,Maxine,Hinz,14495419,Boucina ,3219,La Pobla de Montornès,3,C,43761,,Tarragona,Spain,674 414 814,MaxineRHinz@rhyta.com,54961413,True
882,Jack,Hagerty,42478126,El Roqueo ,7169,Girona,5,PB,17000,,Girona,Spain,603 569 862,JackTHagerty@teleworm.us,99515507,True
883,Amanda,Wong,25369990,Plaza de Espana,1109,Tordoia,3,C,15683,,A Coruna,Spain,619 714 847,AmandaRWong@dayrep.com,77135091,True
884,Lisa,Baum,34063783,Rua de San Pedro ,831,Valverde de Valdelacasa,4,F,37791,,Salamanca,Spain,795 296 207,LisaRBaum@armyspy.com,24278312,True
885,Michael,Oquinn,15934673,Plaza Colon ,33,Balaguer,5,PB,25600,,Lleida,Spain,686 814 254,MichaelMOquinn@dayrep.com,91612223,True
886,Mark,Brown,34222217,C/ Henan Cortes ,4438,Alcorcon,6,F,28920,,Madrid,Spain,652 294 629,MarkJBrown@cuvox.de,69016572,True
887,Pedro,Shea,31036882,Canadilla ,3244,Bonares,5,F,21830,,Huelva,Spain,766 933 817,PedroMShea@armyspy.com,19106904,False
888,Lucie,Williams,26178126,Cercas Bajas ,9408,Sant Antoni de Portmany,5,A,7820,,Balearic Islands,Spain,718 070 217,LucieAWilliams@einrot.com,82100827,True
889,Tracy,Rivera,13753958,Paraguay ,6682,Teulada,3,A,3725,,Alicante,Spain,721 913 743,TracyLRivera@superrito.com,34684510,True
890,Mitchell,Stanfill,25570678,Rua Olmos ,842,Paradinas de San Juan,6,PB,37318,,Salamanca,Spain,726 340 568,MitchellIStanfill@einrot.com,98323083,False
891,Hector,McCurdy,43024195,Constitucion ,5882,Palacios del Arzobispo,1,C,37111,,Salamanca,Spain,634 372 257,HectorDMcCurdy@cuvox.de,46398263,False
892,Margot,Dennis,48970755,Jose matia ,1257,Valdegovia,3,E,1426,,alava,Spain,775 016 929,MargotRDennis@superrito.com,67729635,True
893,Caleb,Dyer,13664835,Cartagena ,4779,Bullas,1,F,30180,,Murcia,Spain,696 848 397,CalebTDyer@rhyta.com,50835078,True
894,Lillie,Miller,30849237,Valadouro ,7319,Gamiz-Fika,4,C,48113,,Biscay,Spain,723 306 427,LillieLMiller@teleworm.us,70056104,True
895,Cody,Roberts,18545849,C/ Amoladera ,202,Villalbilla,1,F,28810,,Madrid,Spain,692 673 474,CodyERoberts@fleckens.hu,31632061,True
896,Susan,Morgan,38957278,Avda. Alameda Sundheim,1247,Valdepenas de Jaen,6,A,23150,,Jaen,Spain,666 985 386,SusanJMorgan@dayrep.com,86951598,True
897,Susan,Horn,30099806,Ctra. Bailen-Motril ,9817,Chiclana de Segura,1,B,23264,,Jaen,Spain,692 371 359,SusanAHorn@gustr.com,36140273,False
898,Benjamin,Howell,16752203,Calle Carril de la Fuente ,4798,Navalpino,6,D,13193,,Ciudad Real,Spain,672 112 000,BenjaminKHowell@armyspy.com,27099246,True
899,Kenneth,Nelson,19751551,Plazuela do Porto ,7937,Martinamor,5,B,37893,,Salamanca,Spain,602 695 966,KennethTNelson@rhyta.com,34429608,True
900,Mary,Smith,16729595,San Andres ,5630,Sobradillo,3,C,37246,,Salamanca,Spain,713 912 378,MaryDSmith@superrito.com,10301114,False
901,Martha,Torres,21791470,Calle Aduana ,8395,Samaniego,5,A,1307,,alava,Spain,745 388 955,MarthaGTorres@dayrep.com,12796919,False
902,Justin,Coward,47893791,C/ Senores Curas ,2673,Castellfort,3,C,12159,,Castellon,Spain,713 035 786,JustinFCoward@fleckens.hu,27594695,True
903,Clinton,Nazario,11787564,Extramuros ,2766,Perales de Tajuna,2,A,28540,,Madrid,Spain,765 399 598,ClintonLNazario@fleckens.hu,90287239,True
904,Karen,Graves,12441324,Carretera ,6740,Villa del Rio,4,B,14640,,Cordoba,Spain,787 198 089,KarenSGraves@armyspy.com,49732420,True
905,Valerie,Ezell,40955635,Rua de San Pedro ,2730,Anaya de Alba,5,PB,37863,,Salamanca,Spain,749 909 611,ValerieWEzell@teleworm.us,49791943,False
906,Chas,Saldana,36859299,Inglaterra ,6106,Alhendin,3,A,18620,,Granada,Spain,797 987 457,ChasSSaldana@gustr.com,69509516,False
907,Joe,Carter,40621503,Rosa de los Vientos ,4209,Malagon,5,PB,13420,,Ciudad Real,Spain,683 995 308,JoeCCarter@jourrapide.com,73209843,True
908,Jose,Medina,42430327,Calvo Sotelo ,76,Cigales,6,F,47270,,Valladolid,Spain,648 036 905,JoseLMedina@fleckens.hu,50383930,True
909,Marilyn,Morris,30434154,Plaza Maior ,7119,Peralejos de Abajo,3,C,37216,,Salamanca,Spain,664 944 398,MarilynCMorris@einrot.com,78802161,True
910,Alexis,Bowers,48095954,Plazuela do Porto ,2916,Arico,5,E,38260,,Santa Cruz de Tenerife,Spain,750 574 817,AlexisRBowers@dayrep.com,97920257,True
911,James,Thompson,49862873,Constitucion ,3288,Villarmayor,4,C,37130,,Salamanca,Spain,724 345 734,JamesSThompson@fleckens.hu,23291838,True
912,Gloria,Rich,38748435,C/ Angosto ,102,Bedmar y Garciez,4,C,23537,,Jaen,Spain,645 713 291,GloriaERich@fleckens.hu,70175595,False
913,Ernest,Brown,28111801,C/ Arana,4171,Villalgordo del Jucar,6,D,2636,,Albacete,Spain,760 240 079,ErnestBBrown@dayrep.com,67915968,False
914,Eugena,Wilson,14991114,Ourense ,1748,Duruelo de la Sierra,5,E,42158,,Soria,Spain,677 368 164,EugenaSWilson@superrito.com,10970216,False
915,Roger,Davidson,25532608,Borinaur enparantza ,5478,Ses Salines,4,B,7640,,Balearic Islands,Spain,652 385 228,RogerKDavidson@rhyta.com,10604473,False
916,William,Hamlin,40092342,La Fontanilla ,7290,Cardena,2,PB,14445,,Cordoba,Spain,743 313 920,WilliamHHamlin@armyspy.com,86135214,False
917,Emily,Sykes,47977690,Ventanilla de Beas ,7971,Ourol,5,PB,27865,,Lugo,Spain,669 330 479,EmilyGSykes@cuvox.de,18652670,True
918,Jeffrey,Thomas,42354989,Constitucion ,7111,Poio,2,D,36994,,Pontevedra,Spain,697 309 156,JeffreyMThomas@fleckens.hu,33481552,True
919,Julia,Thomas,20709812,Canadilla ,501,Paterna del Campo,1,D,21880,,Huelva,Spain,604 083 923,JuliaDThomas@dayrep.com,29780715,True
920,Opal,Chastain,38124982,Herreria ,7225,Vegas del Genil,4,A,18193,,Granada,Spain,762 445 469,OpalLChastain@rhyta.com,28801516,True
921,Richard,Jacinto,29801641,Ctra. de Fuentenueva ,2618,Hoyo de Manzanares,4,B,28240,,Madrid,Spain,735 427 318,RichardDJacinto@dayrep.com,96343543,True
922,Virginia,McCann,20200009,C/ Senores Curas,4705,Costur,4,C,12119,,Castellon,Spain,679 819 618,VirginiaNMcCann@superrito.com,58563202,False
923,James,King,16523292,San Andres ,5962,San Felices de los Gallegos,2,A,37270,,Salamanca,Spain,608 671 773,JamesEKing@dayrep.com,18069902,True
924,Gary,Stimpson,23962872,Enxertos ,4214,Serradilla del Llano,3,PB,37530,,Salamanca,Spain,619 174 406,GaryCStimpson@einrot.com,57567100,True
925,Clarence,Ferguson,30456421,Inglaterra ,6469,Montillana,5,PB,18566,,Granada,Spain,676 916 268,ClarenceEFerguson@rhyta.com,82379903,True
926,Lonnie,Constant,23360511,Plazuela do Porto ,7804,Valdecarros,5,A,37881,,Salamanca,Spain,744 853 147,LonnieTConstant@armyspy.com,89069488,True
927,Jon,Grullon,44654049,Pascual Yunquera ,9790,Castril,1,PB,18816,,Granada,Spain,637 714 262,JonDGrullon@fleckens.hu,11464926,True
928,Julia,Maggard,49294397,Carretera ,9733,Baena,6,C,14850,,Cordoba,Spain,627 571 760,JuliaDMaggard@superrito.com,64686734,False
929,Johnnie,Thomas,17157688,Estrela ,7803,Valverde,2,C,38900,,Santa Cruz de Tenerife,Spain,664 338 874,JohnnieBThomas@teleworm.us,76974671,False
930,Doris,Mancha,40018403,Calle Aduana ,8946,Iruraiz-Gauna,1,F,1193,,alava,Spain,733 597 133,DorisWMancha@dayrep.com,87637432,True
931,Dann,Mooney,12535325,C/ Cuevas de Ambrosio ,510,Torre del Campo,4,D,23640,,Jaen,Spain,697 135 368,DannEMooney@einrot.com,99108686,True
932,Julie,Cummins,35544675,Av. Santiago Lapuente ,2499,Maella,2,C,50710,,Zaragoza,Spain,639 591 672,JulieRCummins@teleworm.us,49734464,True
933,Eric,Adams,32963397,C/ Arana ,3669,Elche de la Sierra,4,E,2430,,Albacete,Spain,759 154 335,EricAAdams@rhyta.com,33967987,False
934,Lance,Chappelle,41244209,C/ Senores Curas ,1246,Algodonales,2,B,11680,,Cadiz,Spain,788 110 396,LanceMChappelle@cuvox.de,20283934,False
935,Edison,Howe,34721482,Visitacion de la Encina ,8210,Gallegos de Solmiron,2,A,37751,,Salamanca,Spain,732 216 606,EdisonSHowe@rhyta.com,79826102,False
936,Carolyn,Burkes,27153811,Ctra. de Siles ,6843,Panton,3,PB,27430,,Lugo,Spain,695 648 854,CarolynRBurkes@dayrep.com,39961884,True
937,Helen,Dowden,34498995,Plaza de Espana ,2529,Pontedeume,6,F,15600,,A Coruna,Spain,748 605 684,HelenMDowden@dayrep.com,20268996,True
938,Michael,Hopkins,36442725,C/ Cuevas de Ambrosio ,4277,Cazalilla,5,B,23628,,Jaen,Spain,628 490 685,MichaelSHopkins@fleckens.hu,42504335,True
939,Perla,Behne,18307402,Pascual Yunquera ,7103,Benamaurel,1,B,18817,,Granada,Spain,746 420 054,PerlaCBehne@teleworm.us,15767922,True
940,Mary,Wells,18494122,C/ Eras ,9282,La Cabrera,2,D,28751,,Madrid,Spain,715 731 327,MaryJWells@armyspy.com,67592936,True
941,Sharla,Hampton,11268416,Calle Carril de la Fuente ,9273,Picon,6,F,13196,,Ciudad Real,Spain,716 743 478,SharlaMHampton@dayrep.com,90684553,True
942,Whitney,Wallace,30986086,Av. Santiago Lapuente ,261,Ceuta,4,C,51000,,Ceuta,Spain,748 004 758,WhitneyMWallace@teleworm.us,75695456,False
943,Dennis,Monico,22009146,Atamaria ,9337,Meis,4,E,36637,,Pontevedra,Spain,756 998 341,DennisDMonico@rhyta.com,82765171,True
944,Marie,Glass,27346804,Avda. Andalucia ,8152,Galilea,1,F,26144,,La Rioja,Spain,613 701 106,MarieNGlass@jourrapide.com,26259573,True
945,Barbara,Vierra,17818526,C/ Cuesta del  alamo ,2933,Cuevas del Becerro,5,E,29470,,Malaga,Spain,799 251 659,BarbaraDVierra@gustr.com,91928534,True
946,Tina,McIntyre,37492123,C/ Fernandez de Leceta ,2084,Alfafara,5,F,3459,,Alicante,Spain,624 505 233,TinaTMcIntyre@jourrapide.com,43271964,True
947,Patricia,Beall,41045865,Zumalakarregi etorbidea ,1947,Montuïri,4,D,7230,,Balearic Islands,Spain,676 737 287,PatriciaABeall@armyspy.com,80749159,False
948,Kathleen,Quintana,33937591,C/ Henan Cortes,6092,Casabermeja,4,F,29160,,Malaga,Spain,615 969 391,KathleenKQuintana@einrot.com,97798025,True
949,Florence,Roman,16011490,Avda. Enrique Peinador ,7951,Pelabravo,5,F,37181,,Salamanca,Spain,628 715 782,FlorenceFRoman@armyspy.com,11800447,True
950,Stanley,Martinez,19571374,Camino Real ,6725,Arrankudiaga,2,E,48498,,Biscay,Spain,732 895 092,StanleyRMartinez@cuvox.de,10640523,True
951,Alta,Gruber,36855764,C/ Rosa de los Vientos ,4005,Trebujena,1,C,11560,,Cadiz,Spain,619 722 929,AltaJGruber@cuvox.de,99772344,True
952,Eric,Robson,27647772,Comandante Izarduy ,1213,Sant Boi de Llobregat,4,D,8830,,Barcelona,Spain,687 762 392,EricTRobson@dayrep.com,81117871,True
953,Lyla,Townsend,24117061,Ctra. de Siles ,5206,Cospeito,1,F,27377,,Lugo,Spain,731 168 631,LylaRTownsend@dayrep.com,39126373,True
954,Max,Guillory,31057024,Camino Real ,7923,Valle de Trapaga-Trapagaran,5,F,48510,,Biscay,Spain,767 576 279,MaxSGuillory@dayrep.com,28065362,True
955,Joseph,Hankins,40817691,Carretera Cadiz-Malaga ,300,Albiztur,6,B,20495,,Guipuzcoa,Spain,642 665 836,JosephSHankins@einrot.com,22757663,False
956,Christine,Fleming,29175652,Ctra. Villena ,5257,Carrion de los Condes,1,F,34120,,Palencia,Spain,723 898 858,ChristineKFleming@teleworm.us,29294366,True
957,Maureen,Reyes,31344783,Puerto Lugar ,8992,Murcia,1,A,30000,,Murcia,Spain,728 161 716,MaureenWReyes@rhyta.com,90243923,True
958,Elisa,Meza,29658608,C/ Fernandez de Leceta ,6813,Beniarda,4,B,3517,,Alicante,Spain,733 115 922,ElisaEMeza@cuvox.de,84720605,False
959,Jay,Washington,47469127,Carretera ,6056,Nueva Carteya,4,C,14857,,Cordoba,Spain,639 113 853,JayMWashington@fleckens.hu,44011686,True
960,Jeffrey,Holliman,19516468,Enxertos ,206,Tenebron,4,B,37590,,Salamanca,Spain,614 952 935,JeffreyTHolliman@einrot.com,23382858,False
961,Carolyn,Leslie,38530224,Estrela ,7999,Santa Cruz de Bezana,1,PB,39100,,Cantabria,Spain,723 078 681,CarolynHLeslie@dayrep.com,87132734,False
962,Linda,Gonsales,20226597,Salzillo ,5223,Castrelo do Val,6,B,32625,,Ourense,Spain,665 528 172,LindaJGonsales@gustr.com,20617834,True
963,Todd,Stone,11381813,C/ Fernandez de Leceta ,7445,El Campello,5,B,3560,,Alicante,Spain,735 448 310,ToddAStone@superrito.com,56991328,True
964,Nathan,Dominguez,42914223,Lamas Carbajal,5143,Los Molares,3,C,41750,,Seville,Spain,642 576 006,NathanDDominguez@dayrep.com,49020575,True
965,Leo,Taylor,49895786,El Roqueo ,4362,Cuenca,5,C,16000,,Cuenca,Spain,719 635 556,LeoMTaylor@cuvox.de,53456431,True
966,Angela,Chapman,16948991,C/ Andalucia ,1674,Albox,2,PB,4800,,Almeria,Spain,741 892 037,AngelaTChapman@fleckens.hu,46881651,True
967,Jean,Douglas,26513867,Av. Santiago Lapuente ,4742,Fuentes de Ebro,1,A,50740,,Zaragoza,Spain,755 326 818,JeanRDouglas@rhyta.com,99017131,False
968,Barbara,Jackson,32684104,Constitucion ,3293,Bueu,6,E,36930,,Pontevedra,Spain,746 933 111,BarbaraCJackson@gustr.com,42376256,False
969,Michael,Jacobson,20333853,Calle Aduana ,3452,Yecora,2,C,1311,,alava,Spain,778 766 398,MichaelTJacobson@fleckens.hu,84893236,True
970,Michael,Rasmussen,40908139,Avda. Explanada Barnuevo ,3316,Cervera de Pisuerga,4,D,34840,,Palencia,Spain,722 474 951,MichaelSRasmussen@armyspy.com,92836559,True
971,Brendan,Howell,47399705,Socampo ,8487,Sepulcro-Hilario,5,D,37638,,Salamanca,Spain,661 577 129,BrendanEHowell@jourrapide.com,40131243,True
972,Nola,Howard,35156217,Visitacion de la Encina ,4004,La Calzada de Bejar,2,D,37714,,Salamanca,Spain,624 557 604,NolaSHoward@fleckens.hu,92477983,True
973,Jorge,Jones,23731999,Ctra. Villena ,8197,Caso,5,C,33990,,Asturias,Spain,674 493 080,JorgeNJones@teleworm.us,40273632,True
974,Tamara,Beal,40392550,Carretera ,9692,Priego de Cordoba,5,PB,14800,,Cordoba,Spain,743 960 401,TamaraJBeal@fleckens.hu,66482828,True
975,Michael,Williamson,37170367,Plaza Maior ,309,La Fuente de San Esteban,5,A,37200,,Salamanca,Spain,716 993 297,MichaelWWilliamson@einrot.com,44790802,True
976,Rosa,Hendrix,27866638,Ctra. Bailen-Motril ,4743,Villanueva del Arzobispo,1,F,23330,,Jaen,Spain,740 200 145,RosaMHendrix@rhyta.com,57323205,True
977,James,Shaw,13610700,Pascual Yunquera ,8852,Gor,6,F,18870,,Granada,Spain,611 876 207,JamesJShaw@teleworm.us,13498691,True
978,Gary,Leon,39291184,C/ Andalucia ,9332,Dalias,6,D,4750,,Almeria,Spain,629 154 186,GaryPLeon@armyspy.com,44610439,True
979,Alexis,Sweet,19294963,Atamaria ,4743,Silleda,4,F,36540,,Pontevedra,Spain,745 182 090,AlexisLSweet@fleckens.hu,83997439,True
980,Velma,Rudolph,28524117,Ctra. Beas-Cortijos Nuevos ,1984,Ventosa,1,E,26371,,La Rioja,Spain,733 209 605,VelmaJRudolph@fleckens.hu,88133815,True
981,Denise,Blevins,47964499,Av. Zumalakarregi,5854,Almoradi,2,C,3160,,Alicante,Spain,721 828 205,DeniseJBlevins@cuvox.de,46902092,False
982,Elizabeth,Currier,20118653,Castelao ,5374,Güenes,5,E,48840,,Biscay,Spain,631 611 967,ElizabethDCurrier@fleckens.hu,63780927,False
983,Sharon,Baker,29903037,Calle Proc. San Sebastian ,9361,Benicarlo,3,A,12580,,Castellon,Spain,778 835 041,SharonRBaker@rhyta.com,21193796,True
984,Myron,Felker,33143781,Apartado de Correos ,8928,Frades de la Sierra,2,B,37457,,Salamanca,Spain,607 262 077,MyronBFelker@rhyta.com,72902280,True
985,Gary,Rodriques,19345764,Visitacion de la Encina ,1993,Puente del Congosto,3,PB,37748,,Salamanca,Spain,654 198 535,GaryBRodriques@jourrapide.com,44817082,False
986,Douglas,Post,46647095,Borinaur enparantza ,8335,Binissalem,2,D,7350,,Balearic Islands,Spain,632 121 582,DouglasJPost@gustr.com,68918041,False
987,James,Wiley,37115466,C/ Benito Guinea ,3079,Sant Fruitos de Bages,2,A,8272,,Barcelona,Spain,664 825 622,JamesMWiley@cuvox.de,79727968,True
988,Maria,Land,13467611,Salzillo ,3178,Vilarino de Conso,6,B,32557,,Ourense,Spain,687 556 001,MariaSLand@gustr.com,93668790,True
989,Kathryn,Martinez,28782311,Cruce Casa de Postas ,6795,La Taha,1,A,18414,,Granada,Spain,606 559 349,KathrynAMartinez@gustr.com,44951851,True
990,Mabel,Gallager,47819591,Puerto Lugar ,7582,Alcaucin,1,B,29711,,Malaga,Spain,734 298 053,MabelMGallager@einrot.com,74298772,True
991,Robbie,Lantz,34410251,C/ Cuevas de Ambrosio ,5263,Porcuna,4,F,23790,,Jaen,Spain,652 676 425,RobbieDLantz@einrot.com,86689296,True
992,Shirley,Nelson,15453249,Escuadro ,852,Mislata,2,E,46920,,Valencia,Spain,768 826 455,ShirleyMNelson@superrito.com,40817129,True
993,Adam,Johnson,39965386,Celso Emilio Ferreiro ,6782,Borja,6,F,50540,,Zaragoza,Spain,631 379 732,AdamEJohnson@teleworm.us,20963670,True
994,Dennis,Taylor,31995442,Inglaterra ,9730,Motril,4,PB,18600,,Granada,Spain,604 827 292,DennisMTaylor@jourrapide.com,94897407,True
995,William,Johnson,42183484,C/ Hijuela de Lojo ,1192,Itsasondo,1,PB,20249,,Guipuzcoa,Spain,680 360 206,WilliamDJohnson@teleworm.us,94288299,True
996,Robert,Pittman,22376134,C/ Arana ,6580,Tobarra,5,B,2500,,Albacete,Spain,652 539 186,RobertLPittman@fleckens.hu,12673281,True
997,Mary,Lolley,10887100,Avenida Cervantes ,1539,Guizaburuaga,6,E,48289,,Biscay,Spain,618 029 581,MaryJLolley@rhyta.com,10256720,False
998,Joseph,Lawler,32069931,San Andres ,8670,Villares de Yeltes,5,A,37267,,Salamanca,Spain,610 612 389,JosephGLawler@jourrapide.com,98554979,False
999,Jeremy,Findley,47134601,Avda. Andalucia ,743,Galilea,3,F,26144,,La Rioja,Spain,783 762 020,JeremyOFindley@teleworm.us,52718922,True
1000,Louise,Kline,43661630,Ctra. Hornos ,3967,Alesanco,1,E,26224,,La Rioja,Spain,649 767 145,LouiseRKline@rhyta.com,40195940,True
1001,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,True
1002,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,True
1003,1,1,1,1,1,,1,1,1,1,1,,1,1,1,True
1004,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,True
1005,4,4,4,4,4,,4,4,4,4,4,4,4,4,4,True
1006,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,True
